,13.6174791666667
Amy,17.2896458333333
Angel,27.9715
Boy,3.37129166666667
Buffy,214.542979166667
Cordelia,54.9445
Demon,2.33845833333333
Giles,119.006041666667
Girl,2.57189583333333
Gretel,5.42695833333333
Hansel,6.31791666666667
Joyce,134.068958333333
Man in the back,0.971958333333333
Mayor Wilkins,17.7622916666667
Michael,6.13566666666667
Oz,25.453375
Police Officer #3,8.157375
Police Officer #4,2.22454166666667
Roy,8.36295833333333
Sheila,91.2356666666667
Snyder,17.8296666666667
Willow,114.278645833333
Xander,62.7163125
